hsk3.0	traditional	simplified	pinyin	translation
4	加班	加班	jiā bān	to work overtime
4	加入	加入	jiārù	join, accede to
4	加油站	加油站	jiāyóuzhàn	pit, petrol_station, filling station, gasoline station, filling_station, gas station, gas_station, petrol station
4	家務	家务	jiā wù	household duties, housework
4	假如	假如	jiǎrú	conj.: if, supposing, in case
4	堅固	坚固	jiān gù	firm, firmly, hard, stable
4	檢測	检测	jiǎn cè	to detect, to test, detection, sensing
4	減	减	jiǎn	knock_down, derogate, cut, lessen, reduce, subtraction, diminish, reduction, decrease, dwindle, subtract, minus, deduct
4	減肥	减肥	jiǎnféi	lose weight
4	減少	减少	jiǎnshǎo	reduce, decrease
4	簡歷	简历	jiǎn lì	curriculum vitae (CV), résumé, biographical notes
4	健身	健身	jiàn shēn	to exercise, to keep fit, to work out, physical exercise
4	漸漸	渐渐	jiànjiàn	gradually, by degrees, little by little
4	江	江	jiāng	river
4	講究	讲究	jiǎngjiù	be particular about, pay attention to, stress, strive for, backbite
4	講座	讲座	jiǎngzuò	lecture, professorship, cathedra, talk-in, course of lecture, chair, course of lectures
4	獎	奖	jiǎng	award, prize, reward
4	獎金	奖金	jiǎngjīn	pewter, gainings, money award, gratuity, bounty, stakes, subsidy, prix, premium, incentive, prize money, perquisite, purse, winnings, stake, prize, bonus, gratification
4	獎學金	奖学金	jiǎngxuéjīn	burse, stipend, foundation, exhibition, studentship, scholarship
4	降	降	jiàng	fall, drop, lower
4	降低	降低	jiàngdī	reduce, cut down, drop, lower
4	降價	降价	jiàngjià	lower prices
4	降落	降落	jiàngluò	descend, land, drop (in water level, etc.)
4	降溫	降温	jiàng wēn	to become cooler, to lower the temperature, cooling, (of interest, activity etc) to decline
4	交換	交换	jiāohuàn	reciprocate, switching, barter, exchange, commute, switch, communicate, interchange, bandy, shift, trade, batter, truck, swop, change, counterchange, swap, clear, buy, transpose, change over, commune, turn around
4	交際	交际	jiāo jì	communication, social intercourse
4	教授	教授	jiàoshòu	professor
4	教訓	教训	jiàoxùn	lesson, moral
4	階段	阶段	jiēduàn	staged, period, phase angle, stage, gradation, level, peg, grade, remove, phase, leg, step
4	街道	街道	jiēdào	neighborhood, mews, gate, residential district, neighbourhood, street
4	節省	节省	jié shěng	saving, to save, to use sparingly, to cut down on
4	結	结	jié	tie, knit, knot, weave, congeal, form, forge, cement, settle, conclude
4	結構	结构	jiégòu	constitution, configuration, framing, structural, design, underframe, framework, construction, structure, schematism, economy, fabric, mechanics, composition, machinery, contexture, texture, constellation, fable, ordonnance, skeleton, organization, frame, architecture, chemistry, make
4	結論	结论	jiélùn	ultimate, sequitur, consequent, ending, close, inference, closing, end matter, afterword, consequence, verdict, finality, back matter, conclusion, peroration, summation, summing-up, end, upshot, illation, outcome, conclusion (of a syllogism)
4	姐妹	姐妹	jiě mèi	sisters, siblings, sister (school, city etc)
4	解釋	解释	jiěshì	explain, interpret, analyze
4	儘快	尽快	jǐnkuài	as quickly/soon as possible
4	緊密	紧密	jǐnmì	settle, close together, rapid and intense, compact, inseparable, close
4	盡力	尽力	jìnlì	do_one's_best, do all one can, render, take pains, be at pains, take_pains, stretch, strain, strive, try one's best
4	進口	进口	jìnkǒu	import
4	近代	近代	jìn dài	the not-very-distant past, modern times, excluding recent decades, (in the context of Chinese history) the period from the Opium Wars until the May 4th Movement (mid-19th century to 1919), capitalist times (pre-1949)
4	禁止	禁止	jìnzhǐ	estop, inhibit, bar, outlaw, banish, forbid, suppress, interdict, defend, taboo, veto, prohibit, enjoin, blackball, restrain, debar, proscribe, negative, disallow, relegate, nix, prohibition, ban
4	經典	经典	jīngdiǎn	canon, classic, classics, sutra, scriptures, scripture, Bible
4	精力	精力	jīnglì	stamina, get-up, birr, spirits, vigor, energy, cheer, vinegar, vim, whiz, pride, starch, get-up-and-go, mercury, zing, ginger, sap, verve, zip, git-up, pizazz, power, sinew, go, dynamism, oomph, vigour, foison, ambition, moxie, gimp, peppiness, pazazz, pep, pizzaz, snap, stingo, spirit, drive, pith, pizzazz, last, push, steam
4	竟然	竟然	jìngrán	unexpectedly, to one's surprise
4	鏡頭	镜头	jìngtóu	training, lens, scene, shot, camera lens, vertex, optical lens
4	鏡子	镜子	jìngzi5	looking_glass, gaper, looking glass, mirror, spectacles, glass, glasses
4	究竟	究竟	jiùjìng	actually, exactly, after all, in the end
4	酒吧	酒吧	jiǔ bā	bar, pub, saloon, CL:家[jia1]
4	居民	居民	jūmín	municipality, population, citizen, denizen, townie, people, dweller, populace, residenter, resident, towny, inhabitant, habitant, liver
4	居住	居住	jūzhù	inhabit, occupy, shack_up, locate, domicile, shack, abide, subsist, settle, live, howff, reside, indwell, populate, lodge in, quarter, dwell, people, belong, bide, hang_out, house, residence
4	局	局	jú	m.[event]
4	巨大	巨大	jùdà	gigantic, gargantuan, huge
4	具備	具备	jùbèi	be provided with, supply, render, have, furnish, possess, provide, possession
4	距離	距离	jùlí	distance
4	聚	聚	jù	get together, assemble, forgather, gather
4	聚會	聚会	jùhuì	get-together, gathering
4	卷	卷	juàn	volume, coil, furl, roll, spool, documents, m.[general], ,part, data file, tome, reel, book, examination paper, cylindrical mass of something, file, dossier
4	角色	角色	jiǎosè	theatrical role, character, persona, part, function, office, fictional character, actor, fictitious character, personage, role
4	開花	开花	kāihuā	burst forth, flower, bloom, split apart, explode, blossom, effloresce, unfold, feel elated, break apart, blow
4	開水	开水	kāi shuǐ	boiled water, boiling water
4	看不起	看不起	kàn bu qǐ	to look down upon, to despise
4	看來	看来	kànlái	it looks as if, it appears, it seems, it look as if
4	看望	看望	kàn wàng	to visit, to pay a call to
4	考察	考察	kǎochá	inspect, make on-the-spot investigation, observe and study
4	考慮	考虑	kǎolù	think over, consider
4	棵	棵	kē	head, tuft, m.[general],
4	可見	可见	kějiàn	therefore
4	空間	空间	kōngjiān	elbow room, allowance, margin, roomage, open air/sky/space, road, leeway, way, open air, sheets, room, tolerance, opening, clear, sky, spacial, interspace, vacuity, spatial, dimension, open sky/space, space, place, vacuum
4	空	空	kòng	free, with spare time
4	口袋	口袋	kǒudài	pocket
4	口語	口语	koǔ yǔ	colloquial speech, spoken language, vernacular language, slander, gossip, CL:門|门[men2]
4	苦	苦	kǔ	be troubled by, suffer from, cause sb. suffering, bitter
4	會計	会计	kuàijì	accountant, bookkeeper
4	快遞	快递	kuài dì	express delivery
4	寬	宽	kuān	wide, broad, generous, lenient, comfortably off, well-off, relax, relieve, extend
4	寬廣	宽广	kuānguǎng	wide, vast, extensive, broad
4	礦泉水	矿泉水	kuàng quán shuǐ	mineral spring water, CL:瓶[ping2],杯[bei1]
4	擴大	扩大	kuòdà	enlarge, expand, extend, swell, dilate
4	擴展	扩展	kuòzhǎn	expand, spread, extend
4	括號	括号	kuò hào	parentheses, brackets
4	垃圾	垃圾	lèsè	leavings, crap, sordes, trumpery, culch, garbage, filth, debris, cultch, sweeping, trashery, raffle, slush, truck, detritus, rubbish, trash, dirt, muck, litter, offscouring, offal, rubble, recrement, dust, rejectamenta, refuse, junk, gook
4	拉開	拉开	lā kāi	to pull open, to pull apart, to space out, to increase
4	辣	辣	là	hot (spicy), pungent
4	來不及	来不及	láibùjí	be too late to do sth.,
4	來得及	来得及	lái de jí	there's still time, able to do sth in time
4	來源	来源	láiyuán	resource, wellspring, origin, provenance, quarter, root, source, beginning, springhead, fodder, fount, quarry, fountain, mint, parentage, whence, paternity
4	老公	老公	lǎogōng	old man, eunuch, married man, hubby, husband
4	老家	老家	lǎojiā	native place, old home, one's original home
4	老婆	老婆	lǎopó	old lady, broomstick, missis, missus, married woman, squaw, old_lady, wife
4	老實	老实	lǎoshí	honest, frank, well-behaved, good, simple-minded, naive
4	樂趣	乐趣	lèqù	amusement, playfulness, fun, merriment, pleasure, sweet, delight, bang, entertainment, enjoyment, pleasance, joy
4	淚	泪	lèi	tear, lachrymal, teardrop, brine, eyewater
4	淚水	泪水	lèi shuǐ	teardrop, tears
4	類型	类型	lèixíng	category, species, genre, portrait, nature, stamp, cast, type
4	冷靜	冷静	lěngjìng	sober, calm
4	釐米	厘米	lí mǐ	centimeter
4	離不開	离不开	lí bu kāi	inseparable, inevitably linked to
4	力氣	力气	lìqì	physical strength, effort
4	歷史	历史	lìshǐ	past records, historical, history
4	立即	立即	lìjí	at_once, off-hand, promptly, at once, down, instantly, directively, straightway, herewith, thereupon, ex tempore, without_delay, pronto, right_away, instant, straight, immediately, in_short_order, right away, instanter, straightaway, in short order, off-the-cuff
4	利息	利息	lìxí	premium, usury, accrual, interest
4	利益	利益	lìyì	privilege, profit, vantage, favor, interest, behoof, account, goodness, gain, increment, avail, boon, plus, commodity, lucre, advantage, stead, boot, benefit, welfare, good, asset, behalf, percentage, stake, favour
4	倆	俩	liǎ	two (colloquial equivalent of 兩個|两个), both, some
4	良好	良好	liánghǎo	good, well
4	量	量	liáng, liàng	to measure, capacity, quantity, amount, to estimate, abbr. for 量詞|量词[liang4 ci2], classifier (in Chinese grammar), measure word
4	糧食	粮食	liángshí	victuals, victualage, provisions, nutrient, ration, sustentation, provision, provender, food, purveyance, sustenance, foodstuff, commissariat, cereals, bread, viands, grain
4	兩邊	两边	liǎng bian	either side, both sides
4	療養	疗养	liáo yǎng	to get well, to heal, to recuperate, to convalesce, convalescence, to nurse
4	了不起	了不起	liǎo bu qǐ	amazing, terrific, extraordinary
4	了解	了解	liǎojiě	understand, comprehend, find out, acquaint oneself with
4	列	列	liè	arrange, line up, list, enter in a list
4	列車	列车	lièchē	train
4	列入	列入	lièrù	be listed, be listed/placed, placed, be placed, rank
4	列為	列为	lièwéi	be classified as
4	臨時	临时	lín shí	as the time draws near, at the last moment, temporary, interim, ad hoc
4	零食	零食	líng shí	between-meal nibbles, snacks
4	流傳	流传	liúchuán	spread, circulate, hand down
4	樓梯	楼梯	lóutī	stairs, staircase
4	陸地	陆地	lù dì	dry land (as opposed to the sea)
4	陸續	陆续	lùxù	continuously, one after another, in succession
4	錄取	录取	lùqǔ	enroll, recruit, admit
4	律師	律师	lùshī	scribe, counsellor, advocate, gown, avocat, solicitor, barrister, lawyer, counsel, jurist, counselor, counselor-at-law, attorney
4	輪	轮	lún	m.[event]
4	輪船	轮船	lún chuán	steamship, steamer, ocean liner, ship, CL:艘[sou1]
4	輪椅	轮椅	lúnyǐ	wheelchair
4	輪子	轮子	lún zi	wheel, CL:個|个[ge4]
4	論文	论文	lùnwén	disquisition, memoir, paper, discourse, theme, treatise, thesis, article, tractate, dissertation
4	落	落	luò	come down, have, remain where one is, go under, leave behind, lower, decline, stay behind, lag behind, dip, precipitate, go down, be missing, fall/leave/stay behind, belong to, set (of sun), drop, ebb (of tide), set, receive, set down, drop behind, light, rest with, obtain, fall, leave/stay behind, fall onto, turn over to, fall behind, sink, get, ebb, land, leave out
4	毛巾	毛巾	máojīn	washcloth, flannel, Turkish towel, face towel, face cloth, hand_towel, towel, washrag, napkin, terry towel, hand towel
4	毛衣	毛衣	máo yī	(wool) sweater, CL:件[jian4]
4	帽子	帽子	màozi5	castor, lid, cap, brand, headgear, chapeau, titfer, hat, headpiece, label, amice, tag
4	沒錯	没错	méi cuò	that's right, sure!, rest assured!, that's good, can't go wrong
4	沒法兒	没法儿	mòfǎér	Can't
4	沒想到	没想到	méixiǎngdào	unexpectedly
4	美金	美金	měijīn	buck, dollar, U.S. dollar
4	美女	美女	měinǔ	looker, bombshell, siren, cookie, peach, dish, sweetheart, peri, lulu, beautiful woman, charmer, smasher, belle, knockout, mantrap, Venus, stunner, beauty, lovely
4	夢	梦	mèng	dream
4	夢見	梦见	mèng jiàn	to dream about (sth or sb), to see in a dream
4	夢想	梦想	mèngxiǎng	fond dream
4	秘密	秘密	mìmì	secret
4	秘書	秘书	mìshū	secretarial, secretary, clerk, amanuensis, secretarial assistant
4	密	密	mì	dense, thick, intimate, close
4	密碼	密码	mì mǎ	code, secret code, password, pin number
4	密切	密切	mìqiè	osculate, intimate, close
4	免費	免费	miǎnfèi	be free of charge, free_of_charge, gratuitous, gratis
4	面臨	面临	miànlín	have, face, confront, envisage, flank, present, be faced with, be up against, bide, meet
4	面試	面试	miàn shì	to be interviewed (as a candidate), interview
4	描述	描述	miáoshù	describe
4	描寫	描写	miáoxiě	describe, depict, portray
4	名牌兒	名牌儿	míngpái r	Famous brand
4	名片	名片	míngpiàn	visiting_card, calling card, card, pasteboard, visiting card, carte, namecard, calling_card, visiting
4	名人	名人	míngrén	notability, luminary, celebrity, don, celeb, hotshot, lion, famous person, eminent peron, anybody, name, adept, star, figure, man of mark, proficient, performer, personality, social lion, nob, famous peron, guiding light, article, eminent person, boss, famous/eminent person, famous, toff, leading light, notable, swell, personage
4	摸	摸	mō	feel out, sound out, fumble, feel for, palpate, feel, stroke, finger, try to find out, touch, grope for, feel/sound out
4	模特兒	模特儿	mótèēr	poser, artist's model, model
4	模型	模型	móxíng	formula, pattern, mould, mold, modeling, construct, die, convention, exponent, plaything, former, modelling, model, simulation, normal, rule, moulding, molding, shape, matrix, clay sculpture, restoration, toy
4	末	末	mò	tip, end
4	默默	默默	mòmò	quietly, silently
4	哪怕	哪怕	nǎ pà	even, even if, even though, no matter how
4	哪	哪	nǎ	det.: which
4	男女	男女	nánnǔ	men and women
4	男士	男士	nánshì	gent, man, men, menfolk
4	難免	难免	nánmiǎn	hard to avoid
4	腦袋	脑袋	nǎodài	head
4	鬧	闹	nào	give vent, be troubled by, give vent to anger, suffer from, make a noise, do, stir up trouble, make, go in for
4	鬧鐘	闹钟	nào zhōng	alarm clock
4	內部	内部	nèibù	entrails, bowel, interior, inner, within, bosom, inside, innards, internal, inward
4	內科	内科	nèi kē	internal medicine, general medicine
4	能幹	能干	néng gàn	capable, competent
4	寧靜	宁静	níngjìng	peaceful, tranquil, quiet
4	濃	浓	nóng	thick, concentrated, stress, favor, dense
4	女士	女士	nǔshì	senorita, lady, Ms., mum, Senora, educated girl, educated woman, madonna, madam, Miss, woman, ma'am, Madame, madame, gentlewoman, senhorita, dame, mademoiselle
4	暖氣	暖气	nuǎn qì	central heating, heater, warm air
4	拍照	拍照	pāizhào	take a picture, take (picture), shoot (film), snap, film, take a photograph, take, photograph, shoot
4	排列	排列	páiliè	arrange, put in order
4	牌	牌	pái	dominoes, plate, prosodic pattern for ^1 ci2 ^ or ^3 qu3, card, cards, cards, dominoes, etc., brand, tablet, prosodic pattern for ^1ci2^ or ^3qu3^
4	盤	盘	pán	m.[event]
4	盤子	盘子	pánzi5	plate, pan, salver, bowl, dish, tray
4	胖子	胖子	pàng zi	fat person, fatty
4	培訓	培训	péixùn	cultivate, train
4	培訓班	培训班	péi xùn bān	training class
4	培養	培养	péiyǎng	foster, train, develop, culture
4	培育	培育	péiyū	cultivate, foster, breed
4	批	批	pī	m.[general]
4	片面	片面	piàn miàn	unilateral, one-sided
4	品質	品质	pǐnzhí	calibre, appraisal, caliber, character, self, intrinsic, brew, quality, timber, sort
4	平方	平方	píng fāng	square (as in square foot, square mile, square root)
4	平靜	平静	píngjìng	calm, quiet, tranquil
4	平均	平均	píngjūn	average
4	平穩	平稳	píng wěn	smooth, steady
4	迫切	迫切	pòqiè	imminent, imperative, pressing, urgent
4	破產	破产	pòchǎn	go bankrupt, come to naught
4	妻子	妻子	qīzǐ	frow, feme, married woman, wifelike, wife, woman, femme, missis, squaw
4	期待	期待	qídài	look forward to
4	期間	期间	qíjiān	length, period, time period, amount of time, duration, course, interim, period of time, time, standing, chapter, tract, space, term, streak, efflux
4	期末	期末	qī mò	end of term
4	期限	期限	qíxiàn	time limit, allowed time, deadline, term
4	期中	期中	qī zhōng	interim, midterm
4	其餘	其余	qíyū	etceteras, det.: others, remainder, the rest
4	企業	企业	qǐyè	proposition, business enterprise, business organization, business concern, concern, commercial enterprise, endeavour, endeavor, industry, business, project, corporation, enterprise
4	氣球	气球	qì qiú	balloon
4	汽水	汽水	qì shuǐ	soda, pop
4	汽油	汽油	qì yoú	gasoline
4	器官	器官	qìguān	appendage, member, variety meat, penis, apparatus, organs, organ, transplant, phallus, extremity
4	前頭	前头	qián tou	in front, at the head, ahead, above
4	前途	前途	qiántú	lookout, future, prospects, prospect, futurity, career
4	淺	浅	qiǎn	shallow, superficial, easy, simple, light (of color)
4	巧克力	巧克力	qiǎo kè lì	chocolate (loanword), CL:塊|块[kuai4]
4	切	切	qiē	cut, slice
4	親愛	亲爱	qīn ài	dear, beloved, darling
4	親密	亲密	qīnmì	chum, intimate, close
4	青春	青春	qīngchūn	springtime, flower, prime, juvenility, youthfulness, one's youth, young adulthood, youth, prime of life, youthhood, juvenescence, may
4	輕鬆	轻松	qīngsōng	light, relaxed
4	輕易	轻易	qīngyì	lightly, rashly
4	清醒	清醒	qīngxǐng	waken, wake up, sober up, be wide-awake, be clear-headed, wide-awake, wake, be sober, awaken, be sober/wide-awake, sober, come alive, awake, come to, regain consciousness, arouse, sober_up
4	情景	情景	qíngjǐng	scene, sight, circumstances
4	窮	穷	qióng	exhaust, exhausted, impoverished, hard-pressed, pursue to limit, poor
4	窮人	穷人	qióngrén	pauper, poor people, prole, poor, poor man, the poor, beggar, have-not
4	秋季	秋季	qiū jì	autumn, fall
4	趨勢	趋势	qūshì	stream, gravitation, tendency, wind, tide, drift, sequel, trend, current, direction, inclination, tendence, momentum, flow
4	圈	圈	quān	m.[activity]
4	權利	权利	quánlì	privilege, claim, merit, title, entitlements, escheatage, right, dib, authority, competency, obligation, pretension, prescription, dibs
4	卻	却	què	however, but, yet, indeed
4	確認	确认	quèrèn	countersign, confirm, affirmation, identify with certainty, identify, acknowledgement, acknowledge, quiet, confirmation, recognize, seal, verify, uphold, affirm, notarize
4	然而	然而	ránér	conj.: even so, but
4	燃料	燃料	rán liào	fuel
4	燃燒	燃烧	ránshāo	burn
4	熱鬧	热闹	rènào	lively, buzzing with excitement
4	熱心	热心	rèxīn	be enthusiastic about
4	人家	人家	rénjiā	I (used by females), dwelling, I, sb. else, sb. else's house, family, household
4	日記	日记	rìjì	diary, journal
4	日曆	日历	rì lì	calendar, CL:張|张[zhang1],本[ben3]
4	如今	如今	rú jīn	nowadays, now
4	弱	弱	ruò	infirm, a little less than, young, inferior, weak, a bit less than, feeble
4	傘	伞	sǎn	fimbria, brolly, sth. shaped like an umbrella, umbrella, mush, gamp, bumbershoot
4	散	散	sàn	break up
4	掃	扫	sǎo, sào	to sweep, broom
4	色	色	sè, shǎi	color, CL:種|种[zhong3], look, appearance, sex, color, dice
4	色彩	色彩	sècǎi	hue, tincture, palette, tint, blazonry, leavening, tinct, grain, color, shade
4	耕	耕	gēng	to plow, to till
4	晒	晒	shài	air, cold-shoulder, soak up sun, sun-dry, shine on, sun upturned soil
4	閃	闪	shǎn	sprain, get out of the way, wink, shine, leave behind, have mishap, twist, sparkle, dodge, flash
4	閃電	闪电	shǎn diàn	lightning, CL:道[dao4]
4	善良	善良	shànliáng	good and kind, decent
4	善於	善于	shànyū	excel, surpass, stand out, be adept in, be good at
4	傷害	伤害	shānghài	harm
4	商務	商务	shāng wù	commercial affairs, commercial, commerce, business
4	賞	赏	shǎng	admire, enjoy
4	上個月	上个月	shàng gè yuè	last month
4	上樓	上楼	shàng loú	to go upstairs
4	上門	上门	shàng mén	to drop in, to visit, to lock a door, (of a shop) to close, to go and live with one's wife's family, in effect becoming a member of her family
4	燒	烧	shāo	oven broil, roast, burn, broil, run a fever, baking, stew ... in soy sauce, cook, heat, bake, burning, burnt, stew, grill, cooking, have a temperature
4	設施	设施	shèshī	installation, facilities
4	設置	设置	shèzhì	set/put up, install
4	申請	申请	shēnqǐng	apply for
4	身材	身材	shēncái	stature, figure
4	身份	身份	shēnfèn	state, dignity, station, estate, body, estate of the realm, capacity, status, standing, caste, doctorate, place, identity, condition
4	身高	身高	shēngāo	height, stature, height (of person)
4	深厚	深厚	shēnhòu	deep, profound, solid, deep-seated
4	神話	神话	shénhuà	fairy story, fairy tale, mythos, mythic, fable, fairytale, myth, mythology
4	神秘	神秘	shénmì	mysterious, mystical
4	甚至	甚至	shènzhì	even (to the point of), so much so that
4	失敗	失败	shībài	be defeated, fail, lose
4	失望	失望	shīwàng	become disappointed, lose (hope/faith)
4	失業	失业	shīyè	lose one's job; be out of work
4	詩	诗	shī	verse form, poem, canto, verse, rhyme, number, song, poesy, poetry
4	詩人	诗人	shīrén	muse, rhymist, swan, lark, Parnassus, Maker, minstrel, harmonist, metrist, maker, bulbul, songster, versifier, poet, singer, eisteddfod, bard
4	濕	湿	shī	humidify, moisten, humid, damp, dampen, wet
4	實施	实施	shíshī	put into effect, implement
4	實用	实用	shíyòng	practical, pragmatic, functional
4	食堂	食堂	shítáng	mess_hall, eatery, hall, buttery, commissariat, (institutional) dining room, mess hall, mess, refectory, dining room, canteen
4	使勁	使劲	shǐ jìn	to exert all one's strength
4	士兵	士兵	shìbīng	rank-and-file soldiers
4	市區	市区	shìqū	urban area, city proper, row, urban district, downtown, urban_area
4	似的	似的	shì de	seems as if, rather like, Taiwan pr. [si4 de5]
4	事物	事物	shìwù	proposition, pigeon, object, thing, affair, un
4	事先	事先	shìxiān	ahead, beforehand, in advance, in_advance, aforetime, aforehand
4	試卷	试卷	shì juàn	examination paper, test paper, CL:份[fen4],張|张[zhang1]
4	是否	是否	shìfǒu	whether or not, is it so or not
4	收回	收回	shōuhuí	take back, call in, recall, withdraw, countermand
4	收穫	收获	shōuhuò	harvest, gains, results
4	收益	收益	shoū yì	earnings, profit
4	手工	手工	shǒugōng	handwork
4	手裡	手里	shoǔ lǐ	in hand, (a situation is) in sb's hands
4	手術	手术	shǒushù	operation
4	手套	手套	shoǔ tào	glove, mitten, CL:雙|双[shuang1],隻|只[zhi1]
4	守	守	shǒu	guard, defend, keep watch
4	首	首	shǒu	m.[general]
4	受不了	受不了	shoù bù liǎo	unbearable, unable to endure, can't stand
4	售貨員	售货员	shoù huò yuán	salesperson, CL:個|个[ge4]
4	叔叔	叔叔	shúshú	father's younger brother, uncle, uncle (child's address for young males)
4	舒適	舒适	shūshì	comfortable, cozy
4	熟練	熟练	shú liàn	practiced, proficient, skilled, skillful
4	暑假	暑假	shǔ jià	summer vacation, CL:個|个[ge4]
4	樹林	树林	shùlín	forest, motte, woods, wood, planting, grove, timberland, woodland, hurst, timber
4	樹葉	树叶	shùyè	leaves, foliage, leafage, leaf, leave, leaves (of trees)
4	數據	数据	shùjù	data
4	數碼	数码	shù mǎ	number, numerals, figures, digital, amount, numerical code
4	刷	刷	shuā, shuà	to brush, to paint, to daub, to paste up, to skip class (of students), to fire from a job, to select
4	刷牙	刷牙	shuā yá	to brush one's teeth
4	刷子	刷子	shuā zi	brush, scrub, CL:把[ba3]
4	帥	帅	shuài	surname Shuai, handsome, graceful, smart, commander in chief, (coll.) cool!, sweet!
4	帥哥	帅哥	shuài gē	handsome guy, lady-killer, handsome (form of address)
4	率先	率先	shuàixiān	take lead/initiative
4	睡著	睡着	shuìzháo	asleep, fall_asleep, go_off, nod off, drift off, doze off, fall asleep, dope off, flake, drowse off, conk, dormant, flake out, drop off
4	順序	顺序	shùnxù	system, method, taxis, gradation, consecution, succession, order, ranking, rota, sequence, orderliness, turn
4	說不定	说不定	shuōbúdìng	perhaps, maybe
4	說服	说服	shuìfú	persuade, talk sb. over
4	思考	思考	sīkǎo	ponder over, reflect on
4	似乎	似乎	sìhū	it seems, quasi, apparently, seemingly, as if
4	鬆	松	sōng	crisp, loose, light and flaky, slack, loosen, relax, unbend, soft, not hard up
4	松樹	松树	sōng shù	pine, pine tree, CL:棵[ke1]
4	塑料	塑料	sù liào	plastics, CL:種|种[zhong3]
4	塑料袋	塑料袋	sù liào dài	plastic bag
4	酸	酸	suān	sick at heart, grieved, distressed, aching, tingling
4	酸奶	酸奶	suān nǎi	yogurt
4	隨手	随手	suí shoǔ	conveniently, without extra trouble, while doing it, in passing
4	孫女	孙女	sūn nǚ	son's daughter, granddaughter
4	孫子	孙子	sūnzi5	son's son, grandson
4	縮短	缩短	suōduǎn	shorten, curtail, cut down
4	縮小	缩小	suōxiǎo	recede, dwindle away, narrow, foreshorten, shrinkage, narrow down, abridge, minify, reduction, puncture, compress, specialize, scale down, dwindle, deflate, minish, take in, reduce, lessen, shorten, diminish, dwindle down, shrink, subside, deescalate, retract
4	臺階	台阶	tái jiē	steps, flight of steps, step (over obstacle), fig. way out of an embarrassing situation, bench (geology)
4	臺上	台上	tái shàng	on stage
4	躺	躺	tǎng	couch, lie, lean back, recline
4	套餐	套餐	tào cān	set meal, product or service package (e.g. for a cell phone subscription)
4	特價	特价	tè jià	special price
4	特殊	特殊	tèshū	exceptional, special, particular; peculiar, distinctive
4	特徵	特征	tèzhēng	impress, trait, hallmark, cachet, stamp, characteristic, speciality, cast, feature, characteristic marks, features, artistic style, touch, trademark, earmark, particularity, nature, genius, imprint, lineament, mold, shtick, distinction, specificity, physiognomy, idiom, signature, character, salience, diagnosis, syndrome, stigma, stylemark, signalment
4	提供	提供	tígōng	feed, offer, put_up, afford, proffer, set_up, capitalize, bring_forward, sponsor, extend, ply, provision, sustain, equip, supply, cough_up, bear, render, furnish, cater, billet, provide
4	提醒	提醒	tíxǐng	remind, warn, alert to
4	體操	体操	tǐcāo	jerk, physical exertion, workout, exercise, physical_exercise, gymnastic, calisthenics, exercising, gymnastics, physical exercise, gym
4	體檢	体检	tǐ jiǎn	abbr. for 體格檢查|体格检查[ti3 ge2 jian3 cha2]
4	體重	体重	tǐzhòng	body weight, beef, (body) weight, avoirdupois, weight
4	替	替	tì	for, on behalf of
4	替代	替代	tìdài	replace, supervene upon, replacement, supersede, substitute for, alternate, substitute, supersession, displace, supplant
4	天真	天真	tiānzhēn	naive, innocent
4	填	填	tián	writing, fill in, stuff, write, fill, close, charge, fill up
4	填空	填空	tián kòng	to fill a job vacancy, to fill in a blank (e.g. on questionnaire or exam paper)
4	挑	挑	tiāo	pluck, provoking, stir up, choose, incite, instigation, lance, shoulder, push sth. up, selection, carry on both ends of shoulder pole, push ... up with a pole or stick, choice, defy, prick, raise, instigate, poke, provocation, plunk, select, carry on the shoulder with a pole, push/poke sth. up, poke sth. up, pick, push, provoke
4	挑選	挑选	tiāoxuǎn	choose, select
4	調皮	调皮	tiáo pí	naughty, mischievous, unruly
4	挑戰	挑战	tiǎozhàn	a challenge to battle/contest
4	貼	贴	tiē	paste, glue, stick to
4	停下	停下	tíng xià	to stop
4	挺	挺	tǐng	very, rather, quite
4	通知書	通知书	tōngzhīshū	Notice
4	同情	同情	tóngqíng	sympathize with
4	童話	童话	tónghuà	fairy story, fairy tale, fairy-tale, children's stories, fairytale, fairy tales
4	童年	童年	tóngnián	childhood
4	統計	统计	tǒngjì	statistics
4	統一	统一	tǒngyī	unify, unite, integrate
4	痛快	痛快	tòng kuài	delighted, to one's heart's content, straightforward, also pr. [tong4 kuai5]
4	投	投	tóu	heave, agree with, throw, drop, mail, join, toss, go to, cater to, lodge, send, put into, fit in with, flip, peck, pitch, hurtle, betoss, project, deliver, stay, sky, post, cast, delivery, throw into, throw oneself into, hurl, fling, poll, vote
4	投入	投入	tóurù	throw/put into
4	投訴	投诉	toú sù	complaint, to complain, to register a complaint (esp. as a customer)
4	投資	投资	tóuzī	investment
4	透	透	toù	to penetrate, to pass through, thoroughly, completely, transparent, to appear, to show
4	透明	透明	tòumíng	diaphanous, see-through, crystalline, transparent
4	圖案	图案	túàn	miniature, device, pattern, illumination, emblem, embossment, design, imprint, cutout, designing, type
4	途中	途中	túzhōng	en route
4	土地	土地	tǔdì	country, acre, terra, soil, premise, realm, territory, dirt, local god of the land, farming, earth, ground, kingdom, holding, agrarian, solid ground, benefice, esplees, tract, village god, glebe, terra firma, land, dry land
4	推遲	推迟	tuī chí	to postpone, to put off, to defer
4	推銷	推销	tuīxiāo	promote sale of, peddle
